Date,Amount,Category,Description
2025-06-05,2304.27,Travel,Bus Ticket
2025-05-14,209.38,Health,Protein Powder
2026-01-23,1457.02,Bills,Electricity
2025-01-27,1976.5,Groceries,Milk
2025-02-21,4460.09,Bills,Mobile Recharge
2025-09-20,2501.97,Travel,Auto Ride
2025-04-08,741.17,Education,Books
2025-08-10,1969.46,Gym,Gym Fee
2026-03-27,3322.27,Gym,Supplements
2026-03-08,3392.32,Health,Doctor Visit
2026-01-07,3578.47,Groceries,Milk
2025-04-08,4577.42,Travel,Bus Ticket
2025-05-28,2014.93,Education,Exam Fee
2025-12-25,2547.5,Health,Protein Powder
2026-02-03,1801.57,Food,Snacks
2025-04-11,1810.47,Subscriptions,Prime Video
2026-01-10,2628.54,Shopping,Clothes
2026-03-08,3341.58,Health,Doctor Visit
2025-06-30,3332.62,Education,Course
2025-10-04,137.42,Bills,Mobile Recharge
2025-12-16,2047.06,Food,Chicken Roll
2025-09-26,4187.85,Food,Coffee
2026-03-08,2252.88,Food,Pizza
2025-04-03,4521.09,Education,Books
2025-10-02,2077.37,Health,Protein Powder
2026-05-03,3236.23,Bills,Internet
2026-03-29,4994.11,Gym,Shaker Bottle
2025-10-31,1058.89,Bills,Mobile Recharge
2025-08-16,3229.9,Education,Books
2025-02-27,1919.06,Entertainment,Concert
2025-04-23,1273.3,Health,Doctor Visit
2025-12-08,4570.24,Bills,Internet
2025-09-13,4656.41,Bills,Internet
2026-01-19,249.51,Health,Medicines
2025-04-24,1375.76,Gym,Gym Fee
2025-06-10,2596.69,Subscriptions,Prime Video
2025-08-15,114.84,Bills,Internet
2025-05-27,2789.79,Education,Course
2025-03-30,202.75,Health,Medicines
2025-03-03,4919.18,Travel,Train Ticket
2025-04-09,3252.6,Travel,Fuel
2025-07-11,1280.36,Travel,Fuel
2025-04-04,4115.29,Shopping,Shoes
2025-12-26,2261.59,Health,Protein Powder
2026-01-25,1356.09,Health,Protein Powder
2025-01-01,4054.72,Education,Course
2026-02-15,2537.06,Food,Coffee
2025-09-09,4551.79,Bills,Electricity
2026-04-08,4147.46,Gym,Shaker Bottle
2026-02-27,553.9,Groceries,Vegetables
2026-02-22,929.68,Food,Lunch
2025-02-18,259.87,Food,Dinner
2025-01-24,4019.89,Subscriptions,Spotify
2025-11-23,2448.02,Health,Doctor Visit
2025-09-25,4931.24,Travel,Fuel
2025-06-06,4906.61,Gym,Shaker Bottle
2025-11-25,3108.11,Shopping,Clothes
2025-02-22,1591.54,Travel,Bus Ticket
2025-09-22,2937.21,Health,Doctor Visit
2025-01-13,4051.35,Bills,Internet
2026-01-08,4318.15,Gym,Gym Fee
2026-01-01,3854.12,Gym,Gym Fee
2025-07-05,2465.38,Health,Doctor Visit
2025-04-15,4626.43,Travel,Train Ticket
2025-06-03,4381.86,Education,Course
2026-05-01,300.08,Groceries,Rice
2025-08-31,2652.83,Education,Books
2026-03-29,1435.4,Entertainment,Movie
2026-01-16,2070.82,Subscriptions,Spotify
2025-11-20,972.28,Education,Books
2025-07-06,2777.17,Health,Protein Powder
2026-05-04,2131.12,Shopping,Accessories
2025-12-30,362.94,Shopping,Electronics
2025-02-23,417.29,Shopping,Accessories
2026-03-15,4832.65,Subscriptions,Spotify
2025-12-03,3052.89,Gym,Supplements
2025-10-22,1758.37,Subscriptions,Prime Video
2025-12-28,1497.24,Shopping,Electronics
2025-04-20,2100.07,Gym,Gym Fee
2025-12-31,1818.81,Food,Lunch
2026-03-24,3903.84,Travel,Bus Ticket
2026-04-11,507.07,Subscriptions,Spotify
2025-08-04,4460.0,Gym,Supplements
2025-10-29,3446.96,Entertainment,Concert
2025-09-23,1611.49,Food,Snacks
2025-07-13,4631.25,Education,Books
2025-06-19,1810.05,Subscriptions,Hotstar
2025-06-06,2877.23,Gym,Supplements
2025-05-16,630.47,Food,Chicken Roll
2025-05-04,3166.65,Health,Protein Powder
2026-02-26,3631.2,Bills,Electricity
2025-10-08,203.41,Gym,Supplements
2025-04-08,4669.7,Shopping,Accessories
2025-11-04,3557.71,Education,Course
2025-03-23,1079.48,Gym,Shaker Bottle
2025-08-15,730.56,Travel,Train Ticket
2026-02-09,826.53,Groceries,Milk
2025-06-26,325.71,Shopping,Shoes
2025-12-13,2211.95,Groceries,Vegetables
2025-12-22,4191.49,Travel,Fuel
2026-05-10,3597.28,Shopping,Clothes
2026-03-06,1140.1,Gym,Supplements
2025-07-01,2973.74,Entertainment,Movie
2026-01-29,620.46,Shopping,Electronics
2026-03-30,3354.93,Education,Books
2025-12-15,1303.1,Health,Protein Powder
2025-05-06,1772.04,Entertainment,Concert
2025-01-31,3064.22,Subscriptions,Spotify
2026-05-08,2708.65,Shopping,Electronics
2025-01-29,86.96,Bills,Electricity
2025-11-09,409.47,Education,Course
2026-03-25,3010.42,Entertainment,Movie
2025-08-11,1904.32,Groceries,Vegetables
2025-10-20,456.23,Shopping,Electronics
2025-12-07,4724.87,Shopping,Shoes
2025-09-28,1633.2,Gym,Shaker Bottle
2025-07-20,1847.75,Shopping,Accessories
2025-11-02,3721.99,Food,Dinner
2025-01-28,2889.25,Travel,Auto Ride
2025-07-27,1932.93,Entertainment,Concert
2025-03-12,4982.36,Education,Books
2025-12-19,3901.12,Education,Exam Fee
2025-09-27,4590.95,Gym,Shaker Bottle
2025-05-21,2467.64,Travel,Fuel
2025-08-28,479.01,Shopping,Accessories
2026-03-24,1020.04,Shopping,Clothes
2025-05-17,4804.37,Travel,Train Ticket
2025-01-12,1551.77,Groceries,Vegetables
2025-11-13,498.73,Health,Medicines
2025-04-03,880.39,Groceries,Fruits
2026-04-29,2723.68,Education,Books
2025-12-06,2127.61,Groceries,Vegetables
2025-03-07,3382.43,Travel,Bus Ticket
2026-05-03,2695.73,Education,Exam Fee
2026-01-11,1384.94,Food,Chicken Roll
2025-01-21,1490.94,Bills,Internet
2026-03-09,3706.99,Subscriptions,Prime Video
2025-03-26,3912.15,Subscriptions,Prime Video
2026-05-11,4819.94,Subscriptions,Spotify
2025-05-24,3113.38,Entertainment,Movie
2025-12-07,4214.8,Groceries,Milk
2025-02-16,4818.96,Bills,Internet
2026-04-11,606.95,Groceries,Fruits
2025-01-14,4889.18,Entertainment,Netflix
2025-12-05,376.35,Entertainment,Movie
2026-04-02,1032.14,Travel,Auto Ride
2026-05-12,4840.76,Health,Doctor Visit
2025-03-30,4832.06,Health,Medicines
2025-11-13,2725.44,Food,Dinner
2025-07-09,2923.44,Subscriptions,Spotify
2025-05-23,3168.0,Bills,Electricity
2025-05-27,1074.37,Shopping,Electronics
2026-05-08,483.88,Subscriptions,Hotstar
2026-04-18,3658.4,Education,Exam Fee
2025-06-12,1954.26,Food,Coffee
2026-03-19,3811.02,Education,Books
2026-02-06,3939.41,Shopping,Accessories
2025-10-17,2549.64,Entertainment,Netflix
2025-10-04,3880.52,Shopping,Shoes
2025-04-27,4589.04,Health,Protein Powder
2025-03-17,1798.93,Food,Lunch
2025-06-08,2237.56,Travel,Fuel
2025-09-10,484.89,Groceries,Vegetables
2025-03-14,3844.46,Health,Medicines
2025-10-23,4529.02,Groceries,Fruits
2025-01-26,3874.36,Shopping,Accessories
2025-05-14,995.75,Shopping,Electronics
2025-07-14,2023.45,Bills,Electricity
2025-07-29,2409.45,Gym,Supplements
2025-11-29,1392.23,Groceries,Milk
2025-04-29,2128.75,Subscriptions,Spotify
2026-03-10,4119.04,Education,Books
2025-07-04,2307.68,Bills,Electricity
2025-03-31,3991.2,Gym,Supplements
2025-10-04,1595.8,Health,Medicines
2025-01-20,2318.44,Groceries,Fruits
2025-05-01,1562.27,Health,Doctor Visit
2025-09-23,2483.33,Subscriptions,Spotify
2025-11-11,2034.74,Bills,Internet
2025-01-02,569.93,Travel,Bus Ticket
2025-05-07,274.28,Entertainment,Netflix
2026-02-06,2433.81,Education,Exam Fee
2025-07-23,2037.06,Health,Doctor Visit
2025-07-31,2645.51,Education,Books
2025-07-31,1726.46,Groceries,Vegetables
2025-11-08,1374.91,Bills,Electricity
2026-01-09,653.57,Groceries,Milk
2026-02-16,2136.34,Subscriptions,Prime Video
2026-04-30,1719.68,Health,Medicines
2026-01-09,4310.88,Entertainment,Concert
2026-03-06,4686.68,Entertainment,Movie
2025-03-21,1768.06,Entertainment,Concert
2025-06-27,4223.63,Travel,Train Ticket
2025-04-20,1153.99,Education,Exam Fee
2025-04-29,2880.13,Education,Exam Fee
2025-07-15,2266.67,Groceries,Vegetables
2025-09-15,1819.82,Food,Snacks
2025-09-10,2884.38,Bills,Internet
2026-03-23,2881.88,Education,Exam Fee
2025-03-23,206.46,Groceries,Fruits
2025-01-02,1864.62,Travel,Bus Ticket
2025-09-08,3139.77,Subscriptions,Spotify
2025-01-25,904.29,Gym,Gym Fee
2025-06-19,308.8,Groceries,Fruits
2026-01-30,2375.35,Health,Protein Powder
2025-05-15,2766.58,Education,Course
2026-02-26,2105.38,Entertainment,Game Purchase
2026-02-18,3736.0,Food,Dinner
2025-01-10,1031.02,Bills,Internet
2025-05-24,4825.78,Travel,Auto Ride
2025-04-25,3074.95,Bills,Mobile Recharge
2025-05-22,4279.23,Shopping,Electronics
2026-02-20,1777.71,Gym,Shaker Bottle
2025-01-14,487.54,Gym,Supplements
2025-09-30,4128.7,Bills,Internet
2025-03-10,3051.17,Entertainment,Concert
2026-03-06,2411.51,Gym,Shaker Bottle
2025-04-11,1801.69,Gym,Gym Fee
2026-03-28,3978.6,Groceries,Rice
2025-03-28,979.76,Gym,Gym Fee
2025-09-29,3371.01,Bills,Electricity
2025-05-30,1008.72,Groceries,Fruits
2025-07-30,120.49,Shopping,Clothes
2025-04-28,50.05,Travel,Fuel
2025-05-16,2857.43,Bills,Internet
2025-01-13,1724.74,Subscriptions,Prime Video
2026-01-24,4086.01,Education,Exam Fee
2025-06-28,3948.98,Shopping,Accessories
2025-09-17,2944.06,Education,Exam Fee
2025-12-31,2112.87,Shopping,Shoes
2025-02-04,1726.45,Groceries,Rice
2025-01-21,3379.07,Bills,Electricity
2026-02-04,2462.88,Travel,Train Ticket
2025-09-14,1383.23,Health,Protein Powder
2025-10-31,4026.76,Bills,Electricity
2025-03-22,2327.7,Food,Snacks
2026-05-14,1359.53,Groceries,Rice
2026-04-07,1564.59,Subscriptions,Spotify
2025-12-17,4959.75,Entertainment,Movie
2026-03-11,218.75,Bills,Mobile Recharge
2025-03-31,330.85,Bills,Internet
2025-12-04,1749.93,Subscriptions,Prime Video
2026-04-29,3151.08,Subscriptions,Prime Video
2025-06-23,2611.74,Shopping,Shoes
2025-02-16,2600.85,Education,Books
2025-03-04,2843.57,Gym,Gym Fee
2026-03-13,2523.15,Travel,Fuel
2026-04-11,1264.28,Entertainment,Game Purchase
2026-04-20,1954.18,Gym,Supplements
2025-04-04,3383.81,Bills,Electricity
2025-01-19,4564.58,Gym,Gym Fee
2026-03-31,2636.81,Bills,Electricity
2026-04-13,469.5,Groceries,Fruits
2025-11-02,4083.38,Travel,Auto Ride
2026-03-21,3328.91,Bills,Internet
2025-06-18,777.11,Shopping,Shoes
2026-05-09,2300.51,Entertainment,Movie
2025-11-30,4159.69,Shopping,Shoes
2025-08-04,4834.96,Education,Exam Fee
2026-04-05,1126.92,Shopping,Shoes
2026-02-28,988.27,Bills,Mobile Recharge
2025-10-02,646.34,Education,Exam Fee
2025-08-27,2479.34,Gym,Supplements
2025-02-02,4829.04,Shopping,Clothes
2025-10-05,4034.25,Health,Protein Powder
2025-11-10,451.08,Travel,Train Ticket
2026-02-21,4478.81,Entertainment,Game Purchase
2026-03-06,2141.14,Groceries,Milk
2026-01-09,3911.69,Health,Protein Powder
2025-02-04,3934.77,Subscriptions,Prime Video
2025-08-14,1020.33,Subscriptions,Hotstar
2026-01-25,1248.99,Entertainment,Netflix
2026-01-01,4414.88,Health,Medicines
2026-01-07,455.03,Food,Chicken Roll
2025-12-01,387.76,Shopping,Electronics
2026-02-01,286.03,Education,Course
2026-01-07,372.24,Travel,Train Ticket
2025-07-18,3831.04,Travel,Train Ticket
2025-09-05,1999.19,Travel,Fuel
2025-09-16,3143.3,Food,Dinner
2025-10-30,4073.68,Subscriptions,Hotstar
2025-09-13,135.81,Health,Protein Powder
2026-04-02,4237.33,Entertainment,Game Purchase
2025-04-26,3209.25,Travel,Auto Ride
2025-10-10,4098.9,Food,Pizza
2025-06-21,2656.89,Gym,Gym Fee
2025-11-16,2158.95,Shopping,Clothes
2025-05-30,2918.7,Shopping,Accessories
2025-07-22,735.77,Entertainment,Concert
2025-05-02,3400.36,Groceries,Rice
2025-03-07,278.69,Entertainment,Concert
2026-03-21,502.12,Food,Dinner
2025-12-06,266.33,Travel,Fuel
2026-03-28,1728.99,Health,Doctor Visit
2025-10-15,2804.59,Food,Coffee
2025-09-29,4933.37,Travel,Fuel
2025-07-28,244.27,Groceries,Fruits
2025-04-19,161.64,Entertainment,Concert
2025-01-13,962.2,Shopping,Clothes
2025-01-21,2556.39,Travel,Bus Ticket
2025-10-21,4273.22,Bills,Mobile Recharge
2026-03-06,2923.09,Food,Lunch
2025-12-16,4485.07,Shopping,Shoes
2025-09-28,4598.54,Education,Exam Fee
2025-05-05,883.25,Food,Snacks
2025-12-11,1669.84,Travel,Fuel
2025-02-17,870.22,Entertainment,Game Purchase
2025-05-21,153.33,Education,Course
2026-03-05,3601.67,Health,Doctor Visit
2025-02-16,348.82,Bills,Internet
2026-02-03,494.4,Entertainment,Movie
2025-10-19,3596.03,Food,Chicken Roll
2025-12-18,1904.27,Travel,Bus Ticket
2026-01-12,801.88,Subscriptions,Spotify
2025-04-26,1428.15,Education,Course
2026-04-18,891.68,Entertainment,Concert
2025-12-17,3021.01,Travel,Fuel
2025-06-02,3525.03,Travel,Train Ticket
2025-04-02,3953.95,Education,Books
2025-07-09,512.94,Travel,Bus Ticket
2025-01-11,959.18,Health,Protein Powder
2026-04-15,3931.84,Travel,Bus Ticket
2025-02-12,55.2,Gym,Supplements
2026-03-09,4382.19,Bills,Electricity
2026-04-05,3069.34,Subscriptions,Prime Video
2025-10-30,4610.09,Entertainment,Concert
2025-05-11,680.07,Health,Doctor Visit
2025-02-22,2700.37,Food,Lunch
2026-01-25,1751.49,Groceries,Milk
2025-05-24,2963.01,Education,Books
2025-03-28,1627.88,Shopping,Electronics
2025-05-22,2543.18,Groceries,Vegetables
2025-04-11,3927.44,Subscriptions,Prime Video
2025-05-30,2147.01,Groceries,Vegetables
2025-07-25,4507.01,Subscriptions,Spotify
2025-10-04,3099.15,Shopping,Accessories
2025-06-12,490.13,Travel,Train Ticket
2026-02-01,2319.33,Groceries,Vegetables
2025-11-11,1752.75,Bills,Electricity
2025-03-22,520.51,Entertainment,Movie
2025-09-07,3618.58,Gym,Supplements
2025-04-03,4619.54,Health,Doctor Visit
2025-05-03,2616.04,Groceries,Milk
2026-03-15,2336.04,Groceries,Milk
2026-02-13,386.49,Bills,Mobile Recharge
2025-08-02,1089.0,Travel,Auto Ride
2026-05-12,4929.09,Shopping,Electronics
2025-05-27,930.46,Travel,Auto Ride
2025-11-05,2750.37,Health,Doctor Visit
2025-08-03,1712.1,Bills,Electricity
2026-04-20,4019.32,Travel,Fuel
2025-06-12,56.36,Groceries,Milk
2025-09-17,1796.21,Health,Doctor Visit
2025-08-01,3475.23,Shopping,Accessories
2025-12-15,2642.08,Health,Protein Powder
2026-03-26,181.8,Entertainment,Game Purchase
2025-09-02,569.83,Travel,Fuel
2026-04-04,3927.54,Gym,Supplements
2025-02-25,4396.76,Travel,Bus Ticket
2026-03-15,3719.84,Groceries,Rice
2025-03-29,816.24,Entertainment,Netflix
2025-03-20,752.75,Bills,Internet
2026-04-06,1138.89,Food,Dinner
2025-02-19,1196.1,Education,Exam Fee
2026-02-27,3298.03,Health,Medicines
2026-02-10,665.33,Groceries,Milk
2026-01-09,3095.89,Health,Protein Powder
2026-03-07,958.65,Education,Exam Fee
2025-10-19,4487.82,Entertainment,Movie
2025-12-21,1340.23,Subscriptions,Hotstar
2025-10-01,1535.3,Gym,Gym Fee
2025-05-28,2649.45,Health,Medicines
2025-02-28,1090.29,Shopping,Clothes
2025-10-21,906.21,Travel,Bus Ticket
2026-05-12,4797.32,Education,Books
2025-06-04,3299.53,Groceries,Vegetables
2025-04-01,1621.32,Travel,Fuel
2025-09-21,1710.01,Bills,Mobile Recharge
2025-08-13,111.83,Shopping,Shoes
2025-11-10,394.79,Health,Protein Powder
2026-04-03,4639.64,Travel,Train Ticket
2025-08-23,4634.87,Gym,Supplements
2026-04-27,3460.1,Gym,Shaker Bottle
2025-05-18,3017.85,Groceries,Vegetables
2025-02-26,326.88,Shopping,Accessories
2025-08-18,3744.35,Travel,Train Ticket
2026-01-07,216.35,Shopping,Electronics
2025-11-16,3630.84,Health,Protein Powder
2026-04-25,1676.87,Entertainment,Netflix
2025-07-08,2379.39,Travel,Auto Ride
2026-04-09,102.66,Education,Books
2025-01-11,743.28,Education,Books
2025-10-02,2370.49,Bills,Internet
2025-02-08,4945.05,Subscriptions,Hotstar
2025-05-06,2315.35,Shopping,Accessories
2025-11-09,4418.97,Gym,Shaker Bottle
2025-10-03,1257.76,Bills,Mobile Recharge
2025-02-15,752.86,Bills,Electricity
2026-04-12,701.72,Education,Books
2025-09-28,153.52,Groceries,Rice
2025-01-25,4053.79,Groceries,Vegetables
2025-06-11,962.75,Groceries,Vegetables
2025-09-12,2917.96,Health,Protein Powder
2025-01-29,3092.57,Bills,Internet
2025-12-21,3299.76,Travel,Bus Ticket
2026-03-10,3718.11,Education,Exam Fee
2025-08-07,3748.86,Education,Course
2025-05-16,3750.14,Travel,Train Ticket
2025-12-19,4662.91,Groceries,Fruits
2025-10-21,3782.36,Health,Medicines
2026-01-18,4933.54,Health,Medicines
2025-09-03,2093.89,Gym,Supplements
2025-11-17,3370.51,Education,Course
2025-08-19,3458.6,Groceries,Fruits
2025-01-27,2276.72,Bills,Electricity
2026-03-06,3787.62,Education,Exam Fee
2025-07-15,2609.86,Groceries,Fruits
2026-02-04,3874.39,Gym,Gym Fee
2025-02-04,2354.43,Food,Coffee
2026-04-24,1415.3,Travel,Auto Ride
2026-03-22,2677.66,Education,Books
2025-12-05,4362.84,Travel,Train Ticket
2025-07-03,2469.33,Groceries,Rice
2026-05-05,844.31,Gym,Supplements
2025-10-20,1906.38,Shopping,Accessories
2025-07-17,1884.55,Entertainment,Game Purchase
2025-09-29,4733.44,Food,Lunch
2025-10-16,1944.86,Travel,Auto Ride
2026-01-20,3359.55,Health,Doctor Visit
2025-11-11,4196.9,Shopping,Electronics
2025-12-11,641.25,Bills,Internet
2025-10-02,4336.25,Education,Exam Fee
2025-04-05,1807.92,Food,Lunch
2025-01-28,953.54,Education,Course
2025-04-14,1918.89,Shopping,Electronics
2025-08-25,2812.19,Shopping,Accessories
2025-05-07,3597.41,Travel,Fuel
2025-08-30,3319.04,Entertainment,Game Purchase
2025-11-16,1612.18,Entertainment,Netflix
2025-02-10,2763.37,Groceries,Vegetables
2025-05-09,3477.71,Food,Dinner
2025-04-13,1127.99,Bills,Mobile Recharge
2025-04-03,518.24,Gym,Supplements
2025-10-12,3993.72,Health,Protein Powder
2026-01-11,3378.91,Entertainment,Concert
2025-09-11,1804.84,Travel,Auto Ride
2025-08-30,660.81,Gym,Shaker Bottle
2025-08-18,874.41,Shopping,Electronics
2025-10-21,3278.83,Entertainment,Game Purchase
2025-05-24,2087.32,Bills,Mobile Recharge
2025-08-07,2013.71,Subscriptions,Spotify
2025-05-09,1763.71,Gym,Supplements
2025-03-05,3904.24,Shopping,Clothes
2025-06-15,3863.86,Health,Doctor Visit
2025-12-02,3240.84,Health,Doctor Visit
2026-05-03,4419.02,Shopping,Electronics
2025-01-05,1712.06,Subscriptions,Prime Video
2026-02-20,4016.28,Groceries,Vegetables
2025-08-25,2073.31,Gym,Supplements
2025-05-25,2885.71,Subscriptions,Spotify
2026-04-10,1734.25,Entertainment,Game Purchase
2025-07-24,4968.68,Groceries,Fruits
2026-02-12,705.23,Shopping,Electronics
2025-06-25,2687.41,Travel,Train Ticket
2025-12-26,201.14,Bills,Mobile Recharge
2025-09-15,2386.17,Shopping,Accessories
2025-08-11,667.12,Travel,Train Ticket
2026-01-08,2972.2,Bills,Electricity
2025-04-16,3011.26,Health,Protein Powder
2026-01-24,287.64,Gym,Shaker Bottle
2025-12-14,4259.25,Subscriptions,Prime Video
2026-01-03,202.02,Travel,Fuel
2025-11-22,2083.87,Subscriptions,Prime Video
2025-01-04,2891.4,Education,Exam Fee
2025-07-24,3273.35,Education,Exam Fee
2025-05-28,3712.69,Groceries,Fruits
2026-01-25,1454.37,Subscriptions,Spotify
2025-12-23,4456.85,Travel,Bus Ticket
2026-03-26,3940.14,Shopping,Shoes
2026-02-15,854.06,Groceries,Rice
2025-05-28,3122.33,Gym,Supplements
2026-01-09,2579.18,Groceries,Rice
2025-01-15,4638.73,Entertainment,Game Purchase
2025-02-13,3485.4,Shopping,Clothes
2025-12-18,4654.66,Food,Snacks
2026-02-26,1631.68,Food,Dinner
2025-08-30,4924.73,Education,Exam Fee
2025-05-25,2376.75,Education,Exam Fee
2025-08-08,2300.74,Education,Exam Fee
2025-02-19,3483.22,Health,Protein Powder
2025-02-11,4936.07,Bills,Mobile Recharge
2025-02-02,1025.99,Shopping,Accessories
2025-10-13,621.28,Education,Course
2025-04-09,731.35,Groceries,Rice
2025-03-21,1933.0,Groceries,Vegetables
2025-05-15,3654.95,Food,Dinner
2025-09-05,3966.38,Subscriptions,Prime Video
2025-11-24,3817.44,Groceries,Milk
2025-06-23,1905.1,Gym,Gym Fee
2026-03-20,2445.42,Entertainment,Concert
2025-12-01,3789.37,Groceries,Fruits
2025-08-12,3894.7,Gym,Gym Fee
2025-08-14,568.85,Groceries,Fruits
2025-07-23,4474.41,Travel,Fuel
2026-05-09,2184.98,Shopping,Accessories
2025-07-31,4480.52,Subscriptions,Spotify
2025-12-14,539.62,Bills,Mobile Recharge
2025-08-03,3852.72,Bills,Electricity
2026-01-16,4889.19,Gym,Shaker Bottle
2025-02-03,1432.48,Health,Doctor Visit
2025-11-26,650.55,Shopping,Clothes
2026-01-25,3730.35,Travel,Bus Ticket
2025-06-21,137.81,Gym,Supplements
2026-03-04,1915.75,Bills,Electricity
2025-06-29,3624.74,Education,Books
2025-03-06,3356.14,Subscriptions,Hotstar
2025-02-28,3800.13,Gym,Gym Fee
2025-08-31,4025.61,Entertainment,Movie
2026-01-22,961.91,Education,Books
2025-09-26,2689.91,Education,Course
2026-02-17,4530.06,Education,Course
2025-09-29,1038.93,Shopping,Shoes
2025-07-17,1766.05,Health,Protein Powder
2026-05-13,2691.76,Gym,Gym Fee
2025-02-23,3025.36,Subscriptions,Hotstar
2025-08-10,548.69,Travel,Bus Ticket
2025-06-15,996.77,Bills,Mobile Recharge
2026-05-16,3475.26,Subscriptions,Hotstar
2025-12-12,4746.51,Gym,Shaker Bottle
2025-07-04,3357.6,Education,Books
2025-06-16,1743.5,Subscriptions,Spotify
2026-03-02,432.81,Subscriptions,Hotstar
2025-10-15,4980.97,Travel,Bus Ticket
2025-06-07,2901.5,Entertainment,Netflix
2025-11-16,4746.42,Groceries,Milk
2025-08-31,3259.34,Education,Exam Fee
2025-10-13,3679.68,Gym,Supplements
2025-03-23,348.97,Travel,Train Ticket
2025-07-12,1630.43,Travel,Train Ticket
2025-01-09,58.8,Groceries,Rice
2025-04-13,1938.65,Shopping,Shoes
2025-01-26,144.35,Groceries,Fruits
2025-11-09,4341.01,Bills,Mobile Recharge
2025-02-14,1808.53,Bills,Electricity
2025-07-13,2374.34,Entertainment,Movie
2025-05-03,3485.48,Education,Books
2025-05-25,553.41,Travel,Train Ticket
2026-03-29,1409.99,Food,Lunch
2025-04-10,3481.31,Travel,Auto Ride
2026-02-11,70.9,Shopping,Shoes
2025-08-31,3082.83,Gym,Supplements
2025-07-30,4402.43,Groceries,Fruits
2025-08-19,2281.74,Entertainment,Concert
2025-12-23,109.56,Education,Exam Fee
2026-01-29,4916.07,Subscriptions,Spotify
2025-05-12,1398.27,Food,Chicken Roll
2026-05-09,2131.45,Subscriptions,Prime Video
2026-05-11,2987.29,Groceries,Milk
2025-03-17,4166.71,Education,Exam Fee
2025-01-23,2220.21,Food,Chicken Roll
2025-10-27,4342.6,Gym,Supplements
2026-01-20,2688.07,Entertainment,Game Purchase
2025-01-28,2799.98,Shopping,Clothes
2026-02-15,3176.32,Bills,Electricity
2026-04-29,1782.06,Education,Course
2026-02-15,4697.79,Bills,Electricity
2025-07-03,1266.29,Health,Doctor Visit
2026-01-22,2623.21,Subscriptions,Hotstar
2026-04-08,301.84,Food,Snacks
2025-05-22,2740.56,Shopping,Accessories
2026-01-30,2828.7,Gym,Shaker Bottle
2025-04-22,3079.73,Bills,Electricity
2025-07-07,2117.24,Food,Pizza
2025-08-18,945.7,Education,Books
2025-01-03,3228.45,Education,Books
2025-09-02,4534.59,Gym,Supplements
2026-03-08,2216.01,Education,Course
2025-01-31,4885.8,Bills,Mobile Recharge
2025-09-12,4301.66,Shopping,Accessories
2026-03-02,2777.76,Travel,Fuel
2025-01-10,942.19,Bills,Internet
2025-08-27,3245.73,Travel,Auto Ride
2026-04-05,2802.68,Entertainment,Movie
2025-10-11,2707.8,Food,Lunch
2025-04-22,2709.27,Bills,Electricity
2025-11-07,4039.07,Health,Medicines
2025-01-16,1517.72,Shopping,Clothes
2025-11-21,3919.26,Health,Medicines
2025-10-18,760.15,Entertainment,Netflix
2025-10-21,4714.25,Food,Coffee
2026-04-04,1486.16,Health,Protein Powder
2026-02-07,2515.63,Gym,Gym Fee
2025-04-21,201.28,Shopping,Accessories
2025-03-12,2867.43,Entertainment,Concert
2026-05-16,2568.52,Shopping,Clothes
2025-12-08,1615.15,Entertainment,Netflix
2025-02-16,1192.17,Health,Doctor Visit
